"InterventionId","SubjectId","ParentSubjectId","SubjectName","SubjectLevel","SubjectType"
3322,32,3,"Number",1,"Subject"
3322,144,32,"Basic Arithmetic",2,"Topic"
3322,207,144,"Written Multiplication",3,"Subtopic"
3327,49,3,"Algebra",1,"Subject"
3327,154,49,"Solving Equations",2,"Topic"
3327,64,154,"Linear Equations",3,"Subtopic"
3328,32,3,"Number",1,"Subject"
3328,46,32,"Ratio",2,"Topic"
3328,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
3334,32,3,"Number",1,"Subject"
3334,37,32,"Factors, Multiples and Primes",2,"Topic"
3334,219,37,"Factors and Highest Common Factor",3,"Subtopic"
3338,32,3,"Number",1,"Subject"
3338,46,32,"Ratio",2,"Topic"
3338,334,46,"Writing Ratios",3,"Subtopic"
3338,241,46,"Sharing in a Ratio",3,"Subtopic"
3341,32,3,"Number",1,"Subject"
3341,49,3,"Algebra",1,"Subject"
3341,144,32,"Basic Arithmetic",2,"Topic"
3341,62,49,"Writing and Simplifying Expressions",2,"Topic"
3341,42,32,"Negative Numbers",2,"Topic"
3341,70,62,"Writing Expressions",3,"Subtopic"
3341,33,144,"BIDMAS",3,"Subtopic"
3341,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
3341,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
3353,32,3,"Number",1,"Subject"
3353,39,32,"Fractions",2,"Topic"
3353,226,39,"Equivalent Fractions",3,"Subtopic"
3353,225,39,"Fractions of an Amount",3,"Subtopic"
3357,49,3,"Algebra",1,"Subject"
3357,158,49,"Other Graphs",2,"Topic"
3357,54,49,"Straight Line Graphs",2,"Topic"
3357,58,158,"Real Life Graphs",3,"Subtopic"
3357,261,54,"Gradient as change in y over change in x",3,"Subtopic"
3363,71,3,"Geometry and Measure",1,"Subject"
3363,98,71,"Units of Measurement",2,"Topic"
3363,209,98,"Time",3,"Subtopic"
3369,32,3,"Number",1,"Subject"
3369,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
3369,39,32,"Fractions",2,"Topic"
3369,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
3369,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
3377,32,3,"Number",1,"Subject"
3377,39,32,"Fractions",2,"Topic"
3377,232,39,"Dividing Fractions",3,"Subtopic"
3379,32,3,"Number",1,"Subject"
3379,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
3379,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
3379,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
3379,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
3382,32,3,"Number",1,"Subject"
3382,331,32,"Money",2,"Topic"
3382,332,331,"Currency Conversions",3,"Subtopic"
3389,32,3,"Number",1,"Subject"
3389,42,32,"Negative Numbers",2,"Topic"
3389,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
3390,101,3,"Data and Statistics",1,"Subject"
3390,348,101,"Probability",2,"Topic"
3390,342,101,"Data Representation",2,"Topic"
3390,111,348,"Probability of Single Events",3,"Subtopic"
3390,344,342,"Venn Diagrams",3,"Subtopic"
3391,101,3,"Data and Statistics",1,"Subject"
3391,338,101,"Data Processing",2,"Topic"
3391,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
3392,32,3,"Number",1,"Subject"
3392,144,32,"Basic Arithmetic",2,"Topic"
3392,204,144,"Mental Multiplication and Division",3,"Subtopic"
3392,206,144,"Written Subtraction",3,"Subtopic"
3399,32,3,"Number",1,"Subject"
3399,39,32,"Fractions",2,"Topic"
3399,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
3404,32,3,"Number",1,"Subject"
3404,48,32,"Surds",2,"Topic"
3404,248,48,"Simplifying Surds",3,"Subtopic"
3407,32,3,"Number",1,"Subject"
3407,39,32,"Fractions",2,"Topic"
3407,225,39,"Fractions of an Amount",3,"Subtopic"
3408,101,3,"Data and Statistics",1,"Subject"
3408,348,101,"Probability",2,"Topic"
3408,112,348,"Tree Diagrams with Dependent Events",3,"Subtopic"
3408,350,348,"Tree Diagrams with Independent Events",3,"Subtopic"
3411,32,3,"Number",1,"Subject"
3411,141,32,"Rounding and Estimating",2,"Topic"
3411,216,141,"Estimation",3,"Subtopic"
3423,32,3,"Number",1,"Subject"
3423,39,32,"Fractions",2,"Topic"
3423,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
3426,32,3,"Number",1,"Subject"
3426,40,32,"Indices, Powers and Roots",2,"Topic"
3426,144,32,"Basic Arithmetic",2,"Topic"
3426,37,32,"Factors, Multiples and Primes",2,"Topic"
3426,207,144,"Written Multiplication",3,"Subtopic"
3426,208,144,"Written Division",3,"Subtopic"
3426,203,144,"Mental Addition and Subtraction",3,"Subtopic"
3426,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
3426,219,37,"Factors and Highest Common Factor",3,"Subtopic"
3426,245,40,"Squares, Cubes, etc",3,"Subtopic"
3431,32,3,"Number",1,"Subject"
3431,40,32,"Indices, Powers and Roots",2,"Topic"
3431,47,40,"Standard Form",3,"Subtopic"
3436,101,3,"Data and Statistics",1,"Subject"
3436,338,101,"Data Processing",2,"Topic"
3436,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
3446,71,3,"Geometry and Measure",1,"Subject"
3446,97,71,"Basic Trigonometry",2,"Topic"
3446,279,97,"Right-angled Triangles (SOHCAHTOA)",3,"Subtopic"
3485,32,3,"Number",1,"Subject"
3485,331,32,"Money",2,"Topic"
3485,332,331,"Currency Conversions",3,"Subtopic"
3492,71,3,"Geometry and Measure",1,"Subject"
3492,98,71,"Units of Measurement",2,"Topic"
3492,209,98,"Time",3,"Subtopic"
3509,32,3,"Number",1,"Subject"
3509,42,32,"Negative Numbers",2,"Topic"
3509,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
3510,49,3,"Algebra",1,"Subject"
3510,156,49,"Formula",2,"Topic"
3510,67,156,"Substitution into Formula",3,"Subtopic"
3513,32,3,"Number",1,"Subject"
3513,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
3513,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
3513,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
3513,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
3514,32,3,"Number",1,"Subject"
3514,36,32,"Decimals",2,"Topic"
3514,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
3520,32,3,"Number",1,"Subject"
3520,101,3,"Data and Statistics",1,"Subject"
3520,338,101,"Data Processing",2,"Topic"
3520,144,32,"Basic Arithmetic",2,"Topic"
3520,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
3520,339,338,"Range and Interquartile Range from a List of Data",3,"Subtopic"
3520,202,144,"Place Value",3,"Subtopic"
3534,32,3,"Number",1,"Subject"
3534,144,32,"Basic Arithmetic",2,"Topic"
3534,1975,144,"Combining Operations",3,"Subtopic"
3534,203,144,"Mental Addition and Subtraction",3,"Subtopic"
3539,32,3,"Number",1,"Subject"
3539,144,32,"Basic Arithmetic",2,"Topic"
3539,206,144,"Written Subtraction",3,"Subtopic"
3539,205,144,"Written Addition",3,"Subtopic"
3558,71,3,"Geometry and Measure",1,"Subject"
3558,178,71,"Perimeter and Area",2,"Topic"
3558,655,178,"Missing Lengths",3,"Subtopic"
3558,75,178,"Area of Simple Shapes",3,"Subtopic"
3558,179,178,"Compound Area",3,"Subtopic"
3560,32,3,"Number",1,"Subject"
3560,37,32,"Factors, Multiples and Primes",2,"Topic"
3560,39,32,"Fractions",2,"Topic"
3560,144,32,"Basic Arithmetic",2,"Topic"
3560,42,32,"Negative Numbers",2,"Topic"
3560,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
3560,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
3560,203,144,"Mental Addition and Subtraction",3,"Subtopic"
3560,202,144,"Place Value",3,"Subtopic"
3560,232,39,"Dividing Fractions",3,"Subtopic"
3560,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
3560,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
3566,49,3,"Algebra",1,"Subject"
3566,71,3,"Geometry and Measure",1,"Subject"
3566,61,49,"Sequences",2,"Topic"
3566,54,49,"Straight Line Graphs",2,"Topic"
3566,74,71,"Angles",2,"Topic"
3566,262,54,"Parallel Lines",3,"Subtopic"
3566,439,74,"Angles in Triangles",3,"Subtopic"
3566,171,61,"Linear Sequences (nth term)",3,"Subtopic"
3579,32,3,"Number",1,"Subject"
3579,44,32,"Percentages",2,"Topic"
3579,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
3585,32,3,"Number",1,"Subject"
3585,141,32,"Rounding and Estimating",2,"Topic"
3585,34,141,"Upper and Lower Bounds",3,"Subtopic"
3592,71,3,"Geometry and Measure",1,"Subject"
3592,178,71,"Perimeter and Area",2,"Topic"
3592,75,178,"Area of Simple Shapes",3,"Subtopic"
3592,86,178,"Perimeter",3,"Subtopic"
3592,179,178,"Compound Area",3,"Subtopic"
3621,71,3,"Geometry and Measure",1,"Subject"
3621,100,71,"Volume and Surface Area",2,"Topic"
3621,189,100,"Volume of Prisms",3,"Subtopic"
3626,32,3,"Number",1,"Subject"
3626,144,32,"Basic Arithmetic",2,"Topic"
3626,33,144,"BIDMAS",3,"Subtopic"
3628,49,3,"Algebra",1,"Subject"
3628,152,49,"Expanding Brackets",2,"Topic"
3628,50,152,"Expanding Single Brackets",3,"Subtopic"
3630,32,3,"Number",1,"Subject"
3630,36,32,"Decimals",2,"Topic"
3630,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
3634,49,3,"Algebra",1,"Subject"
3634,61,49,"Sequences",2,"Topic"
3634,171,61,"Linear Sequences (nth term)",3,"Subtopic"
3666,49,3,"Algebra",1,"Subject"
3666,153,49,"Factorising",2,"Topic"
3666,152,49,"Expanding Brackets",2,"Topic"
3666,51,152,"Expanding Double Brackets",3,"Subtopic"
3666,50,152,"Expanding Single Brackets",3,"Subtopic"
3666,52,153,"Factorising into a Single Bracket",3,"Subtopic"
3686,32,3,"Number",1,"Subject"
3686,141,32,"Rounding and Estimating",2,"Topic"
3686,214,141,"Rounding to Decimal Places",3,"Subtopic"
3686,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
3691,101,3,"Data and Statistics",1,"Subject"
3691,342,101,"Data Representation",2,"Topic"
3691,344,342,"Venn Diagrams",3,"Subtopic"
3693,32,3,"Number",1,"Subject"
3693,141,32,"Rounding and Estimating",2,"Topic"
3693,216,141,"Estimation",3,"Subtopic"
3693,214,141,"Rounding to Decimal Places",3,"Subtopic"
3693,215,141,"Rounding to Significant Figures",3,"Subtopic"
3696,101,3,"Data and Statistics",1,"Subject"
3696,338,101,"Data Processing",2,"Topic"
3696,339,338,"Range and Interquartile Range from a List of Data",3,"Subtopic"
3700,101,3,"Data and Statistics",1,"Subject"
3700,342,101,"Data Representation",2,"Topic"
3700,344,342,"Venn Diagrams",3,"Subtopic"
3703,32,3,"Number",1,"Subject"
3703,144,32,"Basic Arithmetic",2,"Topic"
3703,202,144,"Place Value",3,"Subtopic"
3706,32,3,"Number",1,"Subject"
3706,49,3,"Algebra",1,"Subject"
3706,40,32,"Indices, Powers and Roots",2,"Topic"
3706,37,32,"Factors, Multiples and Primes",2,"Topic"
3706,152,49,"Expanding Brackets",2,"Topic"
3706,51,152,"Expanding Double Brackets",3,"Subtopic"
3706,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
3706,219,37,"Factors and Highest Common Factor",3,"Subtopic"
3706,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
3706,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
3714,49,3,"Algebra",1,"Subject"
3714,54,49,"Straight Line Graphs",2,"Topic"
3714,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
3715,71,3,"Geometry and Measure",1,"Subject"
3715,98,71,"Units of Measurement",2,"Topic"
3715,195,98,"Length Units",3,"Subtopic"
3731,101,3,"Data and Statistics",1,"Subject"
3731,338,101,"Data Processing",2,"Topic"
3731,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
3735,32,3,"Number",1,"Subject"
3735,39,32,"Fractions",2,"Topic"
3735,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
3745,101,3,"Data and Statistics",1,"Subject"
3745,342,101,"Data Representation",2,"Topic"
3745,117,342,"Time Series and Line Graphs",3,"Subtopic"
3746,32,3,"Number",1,"Subject"
3746,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
3746,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
3747,32,3,"Number",1,"Subject"
3747,39,32,"Fractions",2,"Topic"
3747,225,39,"Fractions of an Amount",3,"Subtopic"
3759,32,3,"Number",1,"Subject"
3759,71,3,"Geometry and Measure",1,"Subject"
3759,40,32,"Indices, Powers and Roots",2,"Topic"
3759,178,71,"Perimeter and Area",2,"Topic"
3759,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
3759,75,178,"Area of Simple Shapes",3,"Subtopic"
3765,101,3,"Data and Statistics",1,"Subject"
3765,32,3,"Number",1,"Subject"
3765,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
3765,348,101,"Probability",2,"Topic"
3765,36,32,"Decimals",2,"Topic"
3765,44,32,"Percentages",2,"Topic"
3765,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
3765,222,36,"Ordering Decimals",3,"Subtopic"
3765,111,348,"Probability of Single Events",3,"Subtopic"
3765,233,44,"Percentages of an Amount",3,"Subtopic"
3767,101,3,"Data and Statistics",1,"Subject"
3767,342,101,"Data Representation",2,"Topic"
3767,109,342,"Pie Chart",3,"Subtopic"
3774,49,3,"Algebra",1,"Subject"
3774,61,49,"Sequences",2,"Topic"
3774,172,61,"Quadratic Sequences",3,"Subtopic"
3774,171,61,"Linear Sequences (nth term)",3,"Subtopic"
3775,32,3,"Number",1,"Subject"
3775,46,32,"Ratio",2,"Topic"
3775,241,46,"Sharing in a Ratio",3,"Subtopic"
3775,334,46,"Writing Ratios",3,"Subtopic"
3781,32,3,"Number",1,"Subject"
3781,36,32,"Decimals",2,"Topic"
3781,144,32,"Basic Arithmetic",2,"Topic"
3781,33,144,"BIDMAS",3,"Subtopic"
3781,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
3788,32,3,"Number",1,"Subject"
3788,44,32,"Percentages",2,"Topic"
3788,233,44,"Percentages of an Amount",3,"Subtopic"
3792,49,3,"Algebra",1,"Subject"
3792,153,49,"Factorising",2,"Topic"
3792,254,153,"Difference of Two Squares",3,"Subtopic"
3792,53,153,"Factorising into a Double Bracket",3,"Subtopic"
3794,32,3,"Number",1,"Subject"
3794,45,32,"Proportion",2,"Topic"
3794,243,45,"Direct Proportion",3,"Subtopic"
3803,71,3,"Geometry and Measure",1,"Subject"
3803,178,71,"Perimeter and Area",2,"Topic"
3803,75,178,"Area of Simple Shapes",3,"Subtopic"
3805,32,3,"Number",1,"Subject"
3805,71,3,"Geometry and Measure",1,"Subject"
3805,144,32,"Basic Arithmetic",2,"Topic"
3805,42,32,"Negative Numbers",2,"Topic"
3805,176,71,"3D Shapes",2,"Topic"
3805,177,176,"Names and Properties of 3D Shapes",3,"Subtopic"
3805,202,144,"Place Value",3,"Subtopic"
3805,210,42,"Ordering Negative Numbers",3,"Subtopic"
3805,206,144,"Written Subtraction",3,"Subtopic"
3811,32,3,"Number",1,"Subject"
3811,144,32,"Basic Arithmetic",2,"Topic"
3811,204,144,"Mental Multiplication and Division",3,"Subtopic"
3814,71,3,"Geometry and Measure",1,"Subject"
3814,74,71,"Angles",2,"Topic"
3814,439,74,"Angles in Triangles",3,"Subtopic"
3818,49,3,"Algebra",1,"Subject"
3818,59,49,"Inequalities",2,"Topic"
3818,166,59,"Solving Linear Inequalities",3,"Subtopic"
3819,32,3,"Number",1,"Subject"
3819,144,32,"Basic Arithmetic",2,"Topic"
3819,33,144,"BIDMAS",3,"Subtopic"
3824,32,3,"Number",1,"Subject"
3824,37,32,"Factors, Multiples and Primes",2,"Topic"
3824,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
3824,219,37,"Factors and Highest Common Factor",3,"Subtopic"
3828,101,3,"Data and Statistics",1,"Subject"
3828,342,101,"Data Representation",2,"Topic"
3828,109,342,"Pie Chart",3,"Subtopic"
3842,32,3,"Number",1,"Subject"
3842,46,32,"Ratio",2,"Topic"
3842,241,46,"Sharing in a Ratio",3,"Subtopic"
3842,334,46,"Writing Ratios",3,"Subtopic"
3846,49,3,"Algebra",1,"Subject"
3846,154,49,"Solving Equations",2,"Topic"
3846,64,154,"Linear Equations",3,"Subtopic"
3850,49,3,"Algebra",1,"Subject"
3850,154,49,"Solving Equations",2,"Topic"
3850,64,154,"Linear Equations",3,"Subtopic"
3859,32,3,"Number",1,"Subject"
3859,71,3,"Geometry and Measure",1,"Subject"
3859,42,32,"Negative Numbers",2,"Topic"
3859,98,71,"Units of Measurement",2,"Topic"
3859,210,42,"Ordering Negative Numbers",3,"Subtopic"
3859,199,98,"Temperature units",3,"Subtopic"
3866,32,3,"Number",1,"Subject"
3866,36,32,"Decimals",2,"Topic"
3866,144,32,"Basic Arithmetic",2,"Topic"
3866,33,144,"BIDMAS",3,"Subtopic"
3866,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
3869,32,3,"Number",1,"Subject"
3869,71,3,"Geometry and Measure",1,"Subject"
3869,101,3,"Data and Statistics",1,"Subject"
3869,37,32,"Factors, Multiples and Primes",2,"Topic"
3869,338,101,"Data Processing",2,"Topic"
3869,74,71,"Angles",2,"Topic"
3869,100,71,"Volume and Surface Area",2,"Topic"
3869,189,100,"Volume of Prisms",3,"Subtopic"
3869,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
3869,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
3869,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
3871,32,3,"Number",1,"Subject"
3871,71,3,"Geometry and Measure",1,"Subject"
3871,144,32,"Basic Arithmetic",2,"Topic"
3871,272,71,"Similarity and Congruency",2,"Topic"
3871,204,144,"Mental Multiplication and Division",3,"Subtopic"
3871,203,144,"Mental Addition and Subtraction",3,"Subtopic"
3871,202,144,"Place Value",3,"Subtopic"
3871,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
3883,49,3,"Algebra",1,"Subject"
3883,62,49,"Writing and Simplifying Expressions",2,"Topic"
3883,1081,62,"Algebraic Proof",3,"Subtopic"
3889,32,3,"Number",1,"Subject"
3889,144,32,"Basic Arithmetic",2,"Topic"
3889,33,144,"BIDMAS",3,"Subtopic"
3890,71,3,"Geometry and Measure",1,"Subject"
3890,178,71,"Perimeter and Area",2,"Topic"
3890,75,178,"Area of Simple Shapes",3,"Subtopic"
3890,86,178,"Perimeter",3,"Subtopic"
3890,179,178,"Compound Area",3,"Subtopic"
3895,32,3,"Number",1,"Subject"
3895,71,3,"Geometry and Measure",1,"Subject"
3895,36,32,"Decimals",2,"Topic"
3895,98,71,"Units of Measurement",2,"Topic"
3895,42,32,"Negative Numbers",2,"Topic"
3895,144,32,"Basic Arithmetic",2,"Topic"
3895,141,32,"Rounding and Estimating",2,"Topic"
3895,210,42,"Ordering Negative Numbers",3,"Subtopic"
3895,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
3895,206,144,"Written Subtraction",3,"Subtopic"
3895,199,98,"Temperature units",3,"Subtopic"
3895,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
3895,214,141,"Rounding to Decimal Places",3,"Subtopic"
3895,222,36,"Ordering Decimals",3,"Subtopic"
3902,71,3,"Geometry and Measure",1,"Subject"
3902,271,71,"Pythagoras",2,"Topic"
3902,89,271,"2D Pythagoras",3,"Subtopic"
3914,32,3,"Number",1,"Subject"
3914,39,32,"Fractions",2,"Topic"
3914,231,39,"Multiplying Fractions",3,"Subtopic"
3923,32,3,"Number",1,"Subject"
3923,44,32,"Percentages",2,"Topic"
3923,234,44,"Percentage Increase and Decrease",3,"Subtopic"
3923,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
3924,49,3,"Algebra",1,"Subject"
3924,61,49,"Sequences",2,"Topic"
3924,171,61,"Linear Sequences (nth term)",3,"Subtopic"
3928,32,3,"Number",1,"Subject"
3928,144,32,"Basic Arithmetic",2,"Topic"
3928,204,144,"Mental Multiplication and Division",3,"Subtopic"
3938,32,3,"Number",1,"Subject"
3938,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
3938,39,32,"Fractions",2,"Topic"
3938,141,32,"Rounding and Estimating",2,"Topic"
3938,144,32,"Basic Arithmetic",2,"Topic"
3938,214,141,"Rounding to Decimal Places",3,"Subtopic"
3938,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
3938,202,144,"Place Value",3,"Subtopic"
3938,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
3938,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
3944,49,3,"Algebra",1,"Subject"
3944,156,49,"Formula",2,"Topic"
3944,67,156,"Substitution into Formula",3,"Subtopic"
3951,101,3,"Data and Statistics",1,"Subject"
3951,338,101,"Data Processing",2,"Topic"
3951,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
3981,71,3,"Geometry and Measure",1,"Subject"
3981,74,71,"Angles",2,"Topic"
3981,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
3985,32,3,"Number",1,"Subject"
3985,45,32,"Proportion",2,"Topic"
3985,243,45,"Direct Proportion",3,"Subtopic"
3987,71,3,"Geometry and Measure",1,"Subject"
3987,178,71,"Perimeter and Area",2,"Topic"
3987,75,178,"Area of Simple Shapes",3,"Subtopic"
4002,32,3,"Number",1,"Subject"
4002,141,32,"Rounding and Estimating",2,"Topic"
4002,215,141,"Rounding to Significant Figures",3,"Subtopic"
4003,32,3,"Number",1,"Subject"
4003,144,32,"Basic Arithmetic",2,"Topic"
4003,204,144,"Mental Multiplication and Division",3,"Subtopic"
4005,32,3,"Number",1,"Subject"
4005,42,32,"Negative Numbers",2,"Topic"
4005,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
4005,210,42,"Ordering Negative Numbers",3,"Subtopic"
4008,32,3,"Number",1,"Subject"
4008,39,32,"Fractions",2,"Topic"
4008,227,39,"Simplifying Fractions",3,"Subtopic"
4009,32,3,"Number",1,"Subject"
4009,141,32,"Rounding and Estimating",2,"Topic"
4009,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
4017,49,3,"Algebra",1,"Subject"
4017,62,49,"Writing and Simplifying Expressions",2,"Topic"
4017,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
4017,70,62,"Writing Expressions",3,"Subtopic"
4018,32,3,"Number",1,"Subject"
4018,40,32,"Indices, Powers and Roots",2,"Topic"
4018,47,40,"Standard Form",3,"Subtopic"
4022,49,3,"Algebra",1,"Subject"
4022,59,49,"Inequalities",2,"Topic"
4022,156,49,"Formula",2,"Topic"
4022,67,156,"Substitution into Formula",3,"Subtopic"
4022,166,59,"Solving Linear Inequalities",3,"Subtopic"
4030,32,3,"Number",1,"Subject"
4030,141,32,"Rounding and Estimating",2,"Topic"
4030,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
4033,32,3,"Number",1,"Subject"
4033,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4033,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
4033,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
4033,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
4035,32,3,"Number",1,"Subject"
4035,144,32,"Basic Arithmetic",2,"Topic"
4035,208,144,"Written Division",3,"Subtopic"
4046,32,3,"Number",1,"Subject"
4046,144,32,"Basic Arithmetic",2,"Topic"
4046,204,144,"Mental Multiplication and Division",3,"Subtopic"
4048,32,3,"Number",1,"Subject"
4048,71,3,"Geometry and Measure",1,"Subject"
4048,45,32,"Proportion",2,"Topic"
4048,272,71,"Similarity and Congruency",2,"Topic"
4048,243,45,"Direct Proportion",3,"Subtopic"
4048,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
4066,71,3,"Geometry and Measure",1,"Subject"
4066,98,71,"Units of Measurement",2,"Topic"
4066,178,71,"Perimeter and Area",2,"Topic"
4066,197,98,"Volume and Capacity Units",3,"Subtopic"
4066,86,178,"Perimeter",3,"Subtopic"
4067,32,3,"Number",1,"Subject"
4067,144,32,"Basic Arithmetic",2,"Topic"
4067,33,144,"BIDMAS",3,"Subtopic"
4069,71,3,"Geometry and Measure",1,"Subject"
4069,98,71,"Units of Measurement",2,"Topic"
4069,209,98,"Time",3,"Subtopic"
4070,32,3,"Number",1,"Subject"
4070,39,32,"Fractions",2,"Topic"
4070,232,39,"Dividing Fractions",3,"Subtopic"
4072,101,3,"Data and Statistics",1,"Subject"
4072,338,101,"Data Processing",2,"Topic"
4072,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
4079,49,3,"Algebra",1,"Subject"
4079,61,49,"Sequences",2,"Topic"
4079,171,61,"Linear Sequences (nth term)",3,"Subtopic"
4081,32,3,"Number",1,"Subject"
4081,37,32,"Factors, Multiples and Primes",2,"Topic"
4081,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4081,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4103,71,3,"Geometry and Measure",1,"Subject"
4103,178,71,"Perimeter and Area",2,"Topic"
4103,86,178,"Perimeter",3,"Subtopic"
4103,75,178,"Area of Simple Shapes",3,"Subtopic"
4113,71,3,"Geometry and Measure",1,"Subject"
4113,176,71,"3D Shapes",2,"Topic"
4113,100,71,"Volume and Surface Area",2,"Topic"
4113,189,100,"Volume of Prisms",3,"Subtopic"
4113,177,176,"Names and Properties of 3D Shapes",3,"Subtopic"
4113,188,100,"Surface Area of Prisms",3,"Subtopic"
4122,49,3,"Algebra",1,"Subject"
4122,62,49,"Writing and Simplifying Expressions",2,"Topic"
4122,1169,49,"Algebra-Others",2,"Topic"
4122,70,62,"Writing Expressions",3,"Subtopic"
4123,49,3,"Algebra",1,"Subject"
4123,154,49,"Solving Equations",2,"Topic"
4123,64,154,"Linear Equations",3,"Subtopic"
4124,71,3,"Geometry and Measure",1,"Subject"
4124,98,71,"Units of Measurement",2,"Topic"
4124,209,98,"Time",3,"Subtopic"
4144,32,3,"Number",1,"Subject"
4144,49,3,"Algebra",1,"Subject"
4144,255,49,"Algebraic Fractions",2,"Topic"
4144,39,32,"Fractions",2,"Topic"
4144,232,39,"Dividing Fractions",3,"Subtopic"
4144,231,39,"Multiplying Fractions",3,"Subtopic"
4144,1079,255,"Multiplying and Dividing Algebraic Fractions",3,"Subtopic"
4149,32,3,"Number",1,"Subject"
4149,46,32,"Ratio",2,"Topic"
4149,241,46,"Sharing in a Ratio",3,"Subtopic"
4149,334,46,"Writing Ratios",3,"Subtopic"
4156,32,3,"Number",1,"Subject"
4156,39,32,"Fractions",2,"Topic"
4156,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4156,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4156,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
4161,49,3,"Algebra",1,"Subject"
4161,61,49,"Sequences",2,"Topic"
4161,171,61,"Linear Sequences (nth term)",3,"Subtopic"
4163,32,3,"Number",1,"Subject"
4163,144,32,"Basic Arithmetic",2,"Topic"
4163,204,144,"Mental Multiplication and Division",3,"Subtopic"
4181,49,3,"Algebra",1,"Subject"
4181,32,3,"Number",1,"Subject"
4181,39,32,"Fractions",2,"Topic"
