"InterventionId","TutorId","QuestionId_DQ","MessageSequence","IsTutor","MessageString","TalkMovePrediction"
2474,-1,95220,23,0,"1600","<NA>"
2474,102,95220,24,1,"Fab! so that takes off another answer","<None>"
2474,102,95220,25,1,"Now we just need to decide which one is added up correctly, C or D","<Press for Accuracy>"
2474,-1,95220,26,0,"I know the answer","<NA>"
2474,102,95220,27,1,"Excellent!! Good to go?","<Keep Together>"
2474,-1,95220,28,0,"Bye","<NA>"
2474,102,95220,29,1,"Bye :)","<None>"
2501,624,77628,1,1,"Hi!","<None>"
2501,624,77628,2,1,"How can I help?","<Keep Together>"
2501,-1,77628,3,0,"Hello","<NA>"
2501,-1,77628,4,0,"Ummm so I have to find the data set but it’s not saying what it is so like mode medium or range","<NA>"
2501,624,77628,5,1,"I see!","<None>"
2501,624,77628,6,1,"So imagine you have a set of numbers","<None>"
2501,-1,77628,7,0,"Yeah","<NA>"
2501,-1,77628,8,0,"Yeah","<NA>"
2501,624,77628,9,1,"And you want the MEAN","<None>"
2501,624,77628,10,1,"What would you do first?","<Press for Accuracy>"
2501,-1,77628,11,0,"Yeah","<NA>"
2501,-1,77628,12,0,"So you would order them smallest to largest","<NA>"
2501,624,77628,13,1,"I think that's for the median","<Revoicing>"
2501,624,77628,14,1,"How about the mean?","<Press for Accuracy>"
2501,-1,77628,15,0,"Oops ummm add them up then divide it","<NA>"
2501,624,77628,16,1,"Great. So what's step 1?","<Press for Accuracy>"
2501,-1,77628,17,0,"Add it","<NA>"
2501,624,77628,18,1,"And step 2?","<Press for Accuracy>"
2501,-1,77628,19,0,"Divide","<NA>"
2501,624,77628,20,1,"And what does it want in this question?","<Press for Accuracy>"
2501,-1,77628,21,0,"What’s the second step","<NA>"
2501,624,77628,22,1,"Fantastic! So do you think you've chosen your answer?","<Keep Together>"
2501,-1,77628,23,0,"Yeah","<NA>"
2501,624,77628,24,1,"Are you ready to go back and choose your answer?","<Keep Together>"
2501,-1,77628,25,0,"Yes","<NA>"
2501,624,77628,26,1,"Well done Lina 😀","<None>"
2516,624,76812,1,1,"Hi Nolan!","<None>"
2516,624,76812,2,1,"How can I help?","<Keep Together>"
2516,-1,76812,3,0,"I don’t understand","<NA>"
2516,624,76812,4,1,"Not a problem. I'll just take a look at what you're working on. One moment...","<None>"
2516,624,76812,5,1,"Ok! Have you got access to a calculator?","<None>"
2516,-1,76812,6,0,"Yes","<NA>"
2516,624,76812,7,1,"Great! Let's start with the %","<None>"
2516,624,76812,8,1,"If we start with 100% and get 5% interest, what % is that?","<Press for Accuracy>"
2516,-1,76812,9,0,"650","<NA>"
2516,624,76812,10,1,"That is 5% you're correct, but have another read of my question","<None>"
2516,624,76812,11,1,"If you HAVE 100% and someone GIVES YOU 5%, what total % do you have?","<Press for Accuracy>"
2516,-1,76812,12,0,"105","<NA>"
2516,624,76812,13,1,"Brilliant!","<None>"
2516,624,76812,14,1,"Do you know what 105% is as a decimal?","<Press for Accuracy>"
2516,-1,76812,15,0,"1.05","<NA>"
2516,624,76812,16,1,"Exactly! So to increase by 5% we multiply by 1.05","<Revoicing>"
2516,624,76812,17,1,"ut that would be for 1 year","<None>"
2516,624,76812,18,1,"*But","<None>"
2516,-1,76812,19,0,"Ok","<NA>"
2516,624,76812,20,1,"How many years are in this question?","<Press for Accuracy>"
2516,-1,76812,21,0,"4","<NA>"
2516,624,76812,22,1,"Great","<None>"
2516,624,76812,23,1,"So we would do 13000 x 1.05 x 1.05 x 1.05 x 1.05","<None>"
2516,624,76812,24,1,"But that takes a while to type.","<None>"
2516,624,76812,25,1,"Is there a quicker way rather than typing it out 4 times?","<Press for Accuracy>"
2516,-1,76812,26,0,"X4","<NA>"
2516,624,76812,27,1,"Not quite. 5 x 5 can be written as 5^2. Can you apply that to 1.05 x 1.05 x 1.05 x 1.05?","<Press for Accuracy>"
2516,-1,76812,28,0,"Not sure","<NA>"
2516,624,76812,29,1,"So if something keeps multiplying by itself we can use a power.","<None>"
2516,624,76812,30,1,"So 1.05 x 1.05 x 1.05 x 1.05 would be 1.05^4.","<None>"
2516,624,76812,31,1,"Does that make sense?","<Keep Together>"
2516,-1,76812,32,0,"Ok","<NA>"
2516,624,76812,33,1,"So you need to type in 13000 x 1.05^4 on your calculator","<None>"
2516,624,76812,34,1,"13000 is the original money.","<None>"
2516,624,76812,35,1,"1.05 because that is 105%","<None>"
2516,624,76812,36,1,"and 4 for the years","<None>"
2516,624,76812,37,1,"Get an answer for that and type it in for me","<None>"
2516,-1,76812,38,0,"15802","<NA>"
2516,624,76812,39,1,"Without rounding it?","<Keep Together>"
2516,-1,76812,40,0,"15801.5812","<NA>"
2516,624,76812,41,1,"Great!","<None>"
2516,624,76812,42,1,"Now that is how much money is in the account.","<None>"
2516,624,76812,43,1,"What does the question ask us for?","<Press for Accuracy>"
2516,-1,76812,44,0,"What is the total interest","<NA>"
2516,624,76812,45,1,"So the interest is the money you have made, above the 13000. so what would you do?","<Press for Accuracy>"
2516,-1,76812,46,0,"15801.5812 - 13000","<NA>"
2516,624,76812,47,1,"You got it!","<None>"
2516,-1,76812,48,0,"2801.5812","<NA>"
2516,624,76812,49,1,"YOU GOT IT!","<None>"
2516,624,76812,50,1,"Ready to go back?","<None>"
2516,624,76812,51,1,"You've done great :) ","<None>"
2516,-1,76812,52,0,"Yes","<NA>"
2534,17,146031,1,1,"Hey Isabella 🙂🙂🙂","<None>"
2534,17,146031,2,1,"How can I help?!","<None>"
2534,-1,146031,3,0,"i struggle","<NA>"
2534,17,146031,4,1,"Can you remember how to find the area of a rectangle? 😁","<Press for Accuracy>"
2534,-1,146031,5,0,"nope","<NA>"
2534,17,146031,6,1,"We do...","<None>"
2534,17,146031,7,1,"Base x perpendicular height 😃👍","<None>"
2534,-1,146031,8,0,"bn","<NA>"
2534,-1,146031,9,0,"op","<NA>"
2534,17,146031,10,1,"For a triangle, we do the same but then we half the answer!","<None>"
2534,-1,146031,11,0,"bxh?","<NA>"
2534,17,146031,12,1,"EXACTLY ✅✅✅","<None>"
2534,17,146031,13,1,"So for your triangle, what is the base and what is the perpendicular height, any ideas? 💡💡💡","<Press for Accuracy>"
2534,-1,146031,14,0,"so u divide by 2 with the answer?","<NA>"
2534,17,146031,15,1,"Yes for a triangle you divide by 2 but first we have to identify the correct side lengths 😁","<Revoicing>"
2534,17,146031,16,1,"What is the base length? 🧠","<Press for Accuracy>"
2534,-1,146031,17,0,"12cm?","<NA>"
2534,17,146031,18,1,"Great and what is the perpendicular height? 😃","<Press for Accuracy>"
2534,-1,146031,19,0,"9cm?","<NA>"
2534,-1,146031,20,0,"or 15cm","<NA>"
2534,17,146031,21,1,"Ooo so it can only be one of them...","<None>"
2534,17,146031,22,1,"Which do you think is correct? 😊⭐","<Press for Accuracy>"
2534,-1,146031,23,0,"9cm","<NA>"
2534,17,146031,24,1,"AMAZING ✅✅✅","<None>"
2534,17,146031,25,1,"So then you do 12 x 9 = ? 😁","<Press for Accuracy>"
2534,-1,146031,26,0,"108","<NA>"
2534,17,146031,27,1,"Then divide by 2....","<Press for Accuracy>"
2534,-1,146031,28,0,"54","<NA>"
2534,17,146031,29,1,"And there you have the area of the triangle, well done Isabella ⭐⭐⭐","<None>"
2534,17,146031,30,1,"EXCELLENT MATHS-ING 😃👍","<None>"
2534,17,146031,31,1,"🏆😊✅👌👀🧠😁👌","<None>"
2534,17,146031,32,1,"Does this question make a little more sense now? 😊","<Keep Together>"
2534,-1,146031,33,0,"yh","<NA>"
2534,17,146031,34,1,"Awesome to hear! 👂","<None>"
2534,17,146031,35,1,"Ready to go back to eedi? 🤖
","<None>"
2534,-1,146031,36,0,"no","<NA>"
2534,17,146031,37,1,"Oo how else can I help you today? 😁","<None>"
2534,-1,146031,38,0,"how do i lay out the area?","<NA>"
2534,17,146031,39,1,"What do you mean by that? 🙂","<None>"
2534,-1,146031,40,0,"i dont know","<NA>"
2534,17,146031,41,1,"I'm sorry I don't understand. When you say lay out.. Do you mean how do you write it down?","<None>"
2534,-1,146031,42,0,"yh","<NA>"
2534,17,146031,43,1,"You would write 54 cm^2 😃👍","<None>"
2534,-1,146031,44,0,"whats the ^?","<NA>"
2534,17,146031,45,1,"To the power of, I can't do it on my computer but if you look at the eedi question, you'll see they all say cms squared which is cm to the power of 2 😁✅⭐🧠","<None>"
2534,17,146031,46,1,"cm^2","<None>"
2534,-1,146031,47,0,"ohh yh","<NA>"
2534,-1,146031,48,0,"the squared","<NA>"
2534,17,146031,49,1,"Any more questions? 😃👍","<Keep Together>"
2534,-1,146031,50,0,"no ty","<NA>"
2534,-1,146031,51,0,"have a nice day","<NA>"
2534,17,146031,52,1,"You are super welcome 😃👍","<None>"
2534,17,146031,53,1,"Nice one for requesting help 😊👍 ","<None>"
2534,17,146031,54,1,"Have a lovely day too! Bye for now Isabella 👋👋👋
","<None>"
2543,102,104659,1,1,"Hi Leilani! How can I help?","<None>"
2543,-1,104659,2,0,"hey! i dont know what i should do in here","<NA>"
2543,102,104659,3,1,"No problem! First, if we want to change $ to £, which exchange rate are we looking at?","<Press for Accuracy>"
2543,-1,104659,4,0,"the 2nd one","<NA>"
2543,102,104659,5,1,"Great. Now we need to work out how to go from $ to £, So how to we get from 1.31 to1?","<Press for Accuracy>"
2543,102,104659,6,1,"*how do we","<None>"
2543,-1,104659,7,0,"divide it by something??","<NA>"
2543,102,104659,8,1,"Yeah definitely!","<None>"
2543,102,104659,9,1,"Let's try with a simpler number... Can you fill the gap:","<None>"
2543,102,104659,10,1,"5÷___ = 1","<Press for Accuracy>"
2543,-1,104659,11,0,"5","<NA>"
2543,102,104659,12,1,"Exactly!","<None>"
2543,102,104659,13,1,"So 1.31 ÷ ___ = 1, the missing number is...","<Press for Accuracy>"
2543,-1,104659,14,0,"0.31?","<NA>"
2543,102,104659,15,1,"So close! But for 5 ÷ 5 = 1 did we subtract or change anything from 5?","<Keep Together>"
2543,-1,104659,16,0,"No, so is it 1.31??","<NA>"
2543,102,104659,17,1,"Perfect. That means to get from $ to £, we divide by 1.31.","<Revoicing>"
2543,-1,104659,18,0,"okay","<NA>"
2543,-1,104659,19,0,"3,82?","<NA>"
2543,-1,104659,20,0,".*","<NA>"
2543,102,104659,21,1,"That's the one :)","<None>"
2543,-1,104659,22,0,"ohh thank you! :)","<NA>"
2543,102,104659,23,1,"Good to go?","<Keep Together>"
2543,-1,104659,24,0,"yep","<NA>"
2543,102,104659,25,1,"Great, bye!","<None>"
2545,624,99535,1,1,"Hi again!","<None>"
2545,-1,99535,2,0,"its d","<NA>"
2545,624,99535,3,1,"Why do you think that?","<Press for Reasoning>"
2545,-1,99535,4,0,"because they dont add up","<NA>"
2545,624,99535,5,1,"What do you mean ""don't add up""?","<Press for Accuracy>"
2545,624,99535,6,1,"Have you worked out 2^6?","<Press for Accuracy>"
2545,-1,99535,7,0,"2x2x2x2x2x2","<NA>"
2545,624,99535,8,1,"And what is that if you work it out?","<Press for Accuracy>"
2545,-1,99535,9,0,"64","<NA>"
2545,624,99535,10,1,"Great!","<None>"
2545,-1,99535,11,0,"ohhhhhhh its a","<NA>"
2545,624,99535,12,1,"So what's 4^3?","<Press for Accuracy>"
2545,-1,99535,13,0,"64","<NA>"
2545,624,99535,14,1,"So Leo is right!","<None>"
2545,624,99535,15,1,"What is 8^2?","<Press for Accuracy>"
2545,-1,99535,16,0,"64","<NA>"
2545,624,99535,17,1,"So Sophie is right!","<None>"
2545,624,99535,18,1,"So what we going for?","<Press for Accuracy>"
2545,-1,99535,19,0,"its c then","<NA>"
2545,624,99535,20,1,"Correct!","<None>"
2545,-1,99535,21,0,"thanks","<NA>"
2545,624,99535,22,1,"Does that make sense now?","<Keep Together>"
2545,624,99535,23,1,"No problem!","<None>"
2550,67,130273,1,1,"Hello Amira","<None>"
2550,-1,130273,2,0,"Hi","<NA>"
2550,67,130273,3,1,"How are you?","<None>"
2550,-1,130273,4,0,"Good","<NA>"
2550,67,130273,5,1,"great!! how can I help you?","<Keep Together>"
2550,67,130273,6,1,"Do you need any help with this question?","<Keep Together>"
2550,-1,130273,7,0,"Yes duh","<NA>"
2550,67,130273,8,1,"what have you been able to do so far?","<None>"
2550,-1,130273,9,0,"Nothingh","<NA>"
2550,67,130273,10,1,"ok, Leo buys a pair of trousers and 2 shirts","<None>"
2550,67,130273,11,1,"what amounts is he spending?
","<Press for Accuracy>"
2550,-1,130273,12,0,"I don’t know","<NA>"
2550,67,130273,13,1,"can you read through the question for me again please?","<Keep Together>"
2550,67,130273,14,1,"how much are the trousers?","<Press for Accuracy>"
2550,-1,130273,15,0,"48","<NA>"
2550,67,130273,16,1,"ok, great","<None>"
2550,67,130273,17,1,"what about the price of a shirt","<Press for Accuracy>"
2550,-1,130273,18,0,"37","<NA>"
2550,67,130273,19,1,"ok, great. How many shirts does he buy?","<Press for Accuracy>"
2550,-1,130273,20,0,"2","<NA>"
2550,67,130273,21,1,"ok, let's put all that together","<None>"
2550,67,130273,22,1,"1 trousers + 2 shirts","<None>"
2550,67,130273,23,1,"so, 48 + ? ","<Press for Accuracy>"
2550,-1,130273,24,0,"37","<NA>"
2550,67,130273,25,1,"that's for 1 shirt... he buys 2","<None>"
2550,-1,130273,26,0,"Oh","<NA>"
2550,67,130273,27,1,"how much does he pay for both shirts?","<Press for Accuracy>"
2550,-1,130273,28,0,"37","<NA>"
2550,-1,130273,29,0,"37+37","<NA>"
2550,67,130273,30,1,"Excellent!! what is that total?","<Press for Accuracy>"
2550,-1,130273,31,0,"74","<NA>"
2550,67,130273,32,1,"great work Amira.. well done","<None>"
2550,-1,130273,33,0,"What next","<NA>"
2550,67,130273,34,1,"so trousers + 2 shirts = 48 + 74","<None>"
2550,67,130273,35,1,"we need to work out this total","<None>"
2550,-1,130273,36,0,"Ok","<NA>"
2550,67,130273,37,1,"are you happy to work out that total Amira?","<Keep Together>"
2550,-1,130273,38,0,"Sure","<NA>"
2550,67,130273,39,1,"ok, super. Take your time :)","<None>"
2550,-1,130273,40,0,"Ok thanks","<NA>"
2550,67,130273,41,1,"how are you doing there Amira?","<Keep Together>"
2550,-1,130273,42,0,"Good","<NA>"
2550,67,130273,43,1,"To work out 48 + 74, you could add the tens and ones separately.... 40 + 8 + 70 + 4","<None>"
2550,-1,130273,44,0,"122","<NA>"
2550,67,130273,45,1,"excellent!! :)","<None>"
2550,67,130273,46,1,"well done","<None>"
2550,67,130273,47,1,"ok, Leo uses £25 from a gift voucher and pays the rest by cash","<None>"
2550,67,130273,48,1,"we need to figure out how much he pays with cash","<None>"
2550,67,130273,49,1,"can you think about how we would do that?","<Press for Accuracy>"
2550,-1,130273,50,0,"Subtract","<NA>"
2550,67,130273,51,1,"what would you subtract?","<Press for Accuracy>"
2550,-1,130273,52,0,"122 with 25","<NA>"
2550,67,130273,53,1,"ok, let's do that","<None>"
2550,-1,130273,54,0,"Ok","<NA>"
2550,67,130273,55,1,"122 - 25 ","<Press for Accuracy>"
2550,-1,130273,56,0,"97","<NA>"
2550,67,130273,57,1,"excellent!!! 😁🎉👏","<None>"
2550,67,130273,58,1,"is that one of your options?","<Keep Together>"
2550,-1,130273,59,0,"Yes","<NA>"
2550,67,130273,60,1,"brilliant!","<None>"
2550,67,130273,61,1,"super work Amira ","<None>"
2550,-1,130273,62,0,"Bye","<NA>"
2550,67,130273,63,1,"can I help you with anything else?","<Keep Together>"
2550,-1,130273,64,0,"No","<NA>"
2550,67,130273,65,1,"ok, I will send you back now","<None>"
2558,67,146170,1,1,"Hi there Rajiv - how are you?","<None>"
2558,-1,146170,2,0,"hi","<NA>"
2558,-1,146170,3,0,"i am good how are you","<NA>"
2558,67,146170,4,1,"how are you?","<None>"
2558,-1,146170,5,0,"good thanks","<NA>"
2558,67,146170,6,1,"good, how can I help you?","<Keep Together>"
2558,-1,146170,7,0,"so how do you do this question","<NA>"
2558,67,146170,8,1,"let's take a look","<None>"
2558,67,146170,9,1,"47 x 3 can be broken down ","<None>"
2558,67,146170,10,1,"can you break 47 into tens and ones?","<Press for Accuracy>"
2558,-1,146170,11,0,"4 tens and 7 ones","<NA>"
2558,67,146170,12,1,"super","<None>"
2558,-1,146170,13,0,"is the answer D","<NA>"
2558,67,146170,14,1,"what are 4 tens equal to?","<Press for Accuracy>"
2558,-1,146170,15,0,"?","<NA>"
2558,-1,146170,16,0,"40","<NA>"
2558,67,146170,17,1,"great","<None>"
2558,67,146170,18,1,"so we have 47 = 40 + 7","<Revoicing>"
2558,-1,146170,19,0,"ok","<NA>"
2558,67,146170,20,1,"Why do you think D is the answer?","<Press for Reasoning>"
2558,-1,146170,21,0,"because 47 x 3 is 141which  is D","<NA>"
2558,67,146170,22,1,"When we break 47 into tens and ones, does the working out match still?","<Keep Together>"
2558,-1,146170,23,0,"no","<NA>"
2558,67,146170,24,1,"why?","<Press for Reasoning>"
2558,67,146170,25,1,"remember 47 = 40+ 7","<None>"
2558,-1,146170,26,0,"because 40 + 7 = 47","<NA>"
2558,67,146170,27,1,"yes, and we multiply each part by 3","<None>"
2558,-1,146170,28,0,"why do we have to multiply it by 3 miss","<NA>"
2558,67,146170,29,1,"we do, yes","<None>"
2558,67,146170,30,1,"so 40 x 3 and what other part?","<Press for Accuracy>"
2558,-1,146170,31,0,"21 so 120 + 21 is 141","<NA>"
2558,67,146170,32,1,"that's it!! super, so you were right with D","<None>"
2558,-1,146170,33,0,"Thank you miss","<NA>"
2558,67,146170,34,1,"well done Rajiv","<None>"
2558,67,146170,35,1,"super work!!","<None>"
2558,67,146170,36,1,"Can I help you with anything else?","<Keep Together>"
2558,-1,146170,37,0,"no miss that is every thing","<NA>"
2558,67,146170,38,1,"ok, well done. keep up with the great work! I will send you back to the lesson now","<None>"
2566,3913,146172,1,1,"Hi Nina!","<None>"
2566,-1,146172,2,0,"I WANT IVY]","<NA>"
2566,-1,146172,3,0,"GIVE ME IVY","<NA>"
2566,3913,146172,4,1,"Ivy isn't here unfortunately so let's see if we can work out the problem together!","<None>"
2566,-1,146172,5,0,"FINE","<NA>"
2566,-1,146172,6,0,"where is ivy","<NA>"
2566,-1,146172,7,0,"guess what","<NA>"
2566,-1,146172,8,0,"Ivy is AI","<NA>"
2566,3913,146172,9,1,"So if let's go through the different options by trying a number each time. ","<None>"
2566,3913,146172,10,1,"If we multiply 2 by 99 we would get 198. ","<None>"
2566,3913,146172,11,1,"Let's now try method A ","<None>"
2566,3913,146172,12,1,"What would you get if you multiply 2 by 100 and then subtract 2? ","<Press for Accuracy>"
2566,-1,146172,13,0,"PUT ME BACK PLS","<NA>"
2566,-1,146172,14,0,"HELLOOOOO","<NA>"
2566,-1,146172,15,0,"are you there AI","<NA>"
2566,3913,146172,16,1,"I will sent you back to the lesson, thanks Nina","<None>"
2566,-1,146172,17,0,"hi again lila","<NA>"
2566,3913,146172,18,1,"Hello again Nina, would you like help with the question?","<Keep Together>"
2566,-1,146172,19,0,"help","<NA>"
2566,3913,146172,20,1,"So lets pick 2 to multiply 
2 x 99 = 198 ","<None>"
2566,3913,146172,21,1,"Method A tells us to multiply our number by 100 and then subtract the original number ","<None>"
2566,3913,146172,22,1,"So what is 2 x 100 and then subtract 2?","<Press for Accuracy>"
2566,-1,146172,23,0,"200","<NA>"
2566,3913,146172,24,1,"And then subtract 2?","<Press for Accuracy>"
2566,-1,146172,25,0,"98","<NA>"
2566,3913,146172,26,1,"Almost! 200 - 2 is 198 ","<None>"
2566,-1,146172,27,0,"😀","<NA>"
2566,-1,146172,28,0,"👍👍👍👍","<NA>"
2566,3913,146172,29,1,"So method A gives us the same answer so that works. Let's look at method B","<None>"
2566,3913,146172,30,1,"Method B says multiply our number by 100 and then add the original number ","<None>"
2566,3913,146172,31,1,"So what is 2 x 100 and then add 2?","<Press for Accuracy>"
2566,-1,146172,32,0,"202","<NA>"
2566,3913,146172,33,1,"Brilliant well done! ","<None>"
2566,3913,146172,34,1,"So this doesn't give us the same answer, so method B is incorrect ","<None>"
2566,3913,146172,35,1,"Method C tells us to multiply by 100 and subtract 1 ","<None>"
2566,3913,146172,36,1,"2 x 100 and subtract 1 is?","<Press for Accuracy>"
2566,-1,146172,37,0,"99","<NA>"
2566,-1,146172,38,0,"199","<NA>"
2566,3913,146172,39,1,"Perfect and finally ","<None>"
2566,3913,146172,40,1,"Method D tells us to multiply by 100 and add 1 ","<None>"
2566,3913,146172,41,1,"So 2 x 100 and add 1 is?","<Press for Accuracy>"
2566,-1,146172,42,0,"201","<NA>"
2566,3913,146172,43,1,"Exactly so only Method A is correct ","<None>"
2566,3913,146172,44,1,"For these questions, they seem tricky, but if we choose a number and apply that to the examples, we can find which one works","<None>"
2566,-1,146172,45,0,"what now","<NA>"
2566,3913,146172,46,1,"That's the answer to the question, so if you're happy with that I can send you back to the lesson and you can work on another question, how does that sound?","<Keep Together>"
2566,-1,146172,47,0,"no dont go baba gril","<NA>"
2566,-1,146172,48,0,"bye bye baba gril","<NA>"
2566,3913,146172,49,1,"Bye Nina, great work!","<None>"
2566,-1,146172,50,0,"bye","<NA>"
2566,3913,146172,51,1,"Well done! Here's 50 Coins for your efforts!","<None>"
2570,17,129134,1,1,"Hi again 😃😃😃","<None>"
2570,17,129134,2,1,"How can I help?","<Keep Together>"
2570,-1,129134,3,0,"i don't know which one is right","<NA>"
2570,-1,129134,4,0,"its not jake","<NA>"
2570,17,129134,5,1,"Exactly, with jake's you get 2.010 🙂","<Revoicing>"
2570,17,129134,6,1,"What answer do you get with Lisa's? Any ideas? 💡💡💡","<Press for Accuracy>"
2570,-1,129134,7,0,"21","<NA>"
2570,17,129134,8,1,"Not quite... What is 2010 ÷ 10 = ? 🧠","<Press for Accuracy>"
2570,-1,129134,9,0,"I can't do long divition","<NA>"
2570,-1,129134,10,0,"i suck","<NA>"
2570,17,129134,11,1,"You definitely don't suck 😊","<None>"
2570,-1,129134,12,0,"oky","<NA>"
2570,17,129134,13,1,"We don't need to do long division here, when dividing by 10 all the numbers move one place value to the right 😁","<None>"
2570,17,129134,14,1,"For example 300 ÷ 10 = 30","<None>"
2570,17,129134,15,1,"278 ÷ 10 = 27.8","<None>"
2570,17,129134,16,1,"5104 ÷ 10 = 510.4","<None>"
2570,17,129134,17,1,"Does that make sense? 🙂","<Keep Together>"
2570,-1,129134,18,0,"yezs","<NA>"
2570,-1,129134,19,0,"yes","<NA>"
2570,17,129134,20,1,"So what is 2010 ÷ 10 = ? 😊","<Press for Accuracy>"
2570,-1,129134,21,0,"201.0","<NA>"
2570,17,129134,22,1,"Great which is the same as??? 😁","<Press for Accuracy>"
2570,-1,129134,23,0,"201","<NA>"
2570,17,129134,24,1,"Nailed it 🔨🔨🔨","<None>"
2570,17,129134,25,1,"And then we need to do 201 ÷ 3 = ?","<Press for Accuracy>"
2570,17,129134,26,1,"Now you'll have to do division 😊👍","<None>"
2570,17,129134,27,1,"Let's do it together...","<None>"
2570,17,129134,28,1,"How many 3s in 2?","<Press for Accuracy>"
2570,17,129134,29,1,"(Not a trick question..)","<None>"
2570,-1,129134,30,0,"there no","<NA>"
2570,17,129134,31,1,"So you write 0 and carry the 2s.. 🙂","<None>"
2570,17,129134,32,1,"Now you ask yourself how many 3s in 20? 😊","<Press for Accuracy>"
2570,-1,129134,33,0,"there no","<NA>"
2570,17,129134,34,1,"There are some...","<None>"
2570,17,129134,35,1,"Think about your 3 times table...","<None>"
2570,-1,129134,36,0,"610 r 1","<NA>"
2570,17,129134,37,1,"There are 6, well done ✅✅✅","<Revoicing>"
2570,17,129134,38,1,"So you'd write the 6 down and then carry 2","<None>"
2570,17,129134,39,1,"The reason you'd carry 2 is because 3 x 6 = 18 but we have 20 so there are 2 left over 🙂👍","<None>"
2570,17,129134,40,1,"So then finally you ask yourself how many 3s in 21?","<Press for Accuracy>"
2570,17,129134,41,1,"Are you following with me or are you confused?","<Keep Together>"
2570,-1,129134,42,0,"7","<NA>"
2570,-1,129134,43,0,"no am not","<NA>"
2570,17,129134,44,1,"Great so then the final answer is 67 😃⭐✅","<None>"
2570,17,129134,45,1,"Does that make sense?","<Keep Together>"
2570,-1,129134,46,0,"yes","<NA>"
2570,17,129134,47,1,"Now do 2010 ÷ 30 = ? To see if the answers match, if they do Lisa's method works, if not it doesn't... 😃😃👍","<None>"
2570,-1,129134,48,0,"yes","<NA>"
2570,17,129134,49,1,"They match so her method works ✅✅✅✅✅","<None>"
2570,17,129134,50,1,"EXCELLENT WORKING OUT CHIKUMBUTso 😃⭐","<None>"
2570,17,129134,51,1,"So which of A, B, C or D must be correct? 😊👌","<Press for Accuracy>"
2570,-1,129134,52,0,"C","<NA>"
2570,17,129134,53,1,"We worked out that Jake's gives 2.010 which isn't the same as 67 so it can't be C 🙂","<Revoicing>"
2570,-1,129134,54,0,"ohh","<NA>"
2570,-1,129134,55,0,"D","<NA>"
2570,17,129134,56,1,"It's not D... Who's is the only method that works? 😃","<Press for Accuracy>"
2570,-1,129134,57,0,"oohhhh lisa","<NA>"
2570,17,129134,58,1,"Great so which is correct? 😁😁😁","<Press for Accuracy>"
2570,-1,129134,59,0,"neither is correct","<NA>"
2570,17,129134,60,1,"Lisa is correct ","<None>"
2570,17,129134,61,1,"So the answer is B ✅✅✅","<None>"
2570,17,129134,62,1,"Does that make sense?","<Keep Together>"
2570,-1,129134,63,0,"oky","<NA>"
2570,-1,129134,64,0,"yes","<NA>"
2570,17,129134,65,1,"This means to make sums easier we can break them down instead of dividing by 30 we can divide by 3 and then 10 because 3 x 10 = 30 🙂","<None>"
2570,17,129134,66,1,"OK ready to go back to eedi? 🤖🤖🤖","<Keep Together>"
2570,-1,129134,67,0,"yes","<NA>"
2570,17,129134,68,1,"Awesome, bye for now 😁👋","<None>"
2570,17,129134,69,1,"Request help again any time!","<None>"
2573,346,100594,1,1,"Hi! How can I help?","<None>"
2573,-1,100594,2,0,"Hi","<NA>"
2573,-1,100594,3,0,"I dont understand","<NA>"
2573,-1,100594,4,0,"But I think the awnser would be B","<NA>"
2573,346,100594,5,1,"Are you confused on the question?","<Keep Together>"
2573,-1,100594,6,0,"yes","<NA>"
2573,346,100594,7,1,"okay so what numbers are between 1/5 and 3/5?","<Press for Accuracy>"
2573,-1,100594,8,0,"2/5","<NA>"
2573,346,100594,9,1,"okay good, so it can't be A!","<None>"
2573,346,100594,10,1,"let's try to simplify 75/150","<None>"
2573,-1,100594,11,0,"ohhh yes","<NA>"
2573,346,100594,12,1,"what goes into 75 and 150?","<Press for Accuracy>"
2573,-1,100594,13,0,"5?","<NA>"
2573,346,100594,14,1,"okay! so what is 75 divided by 5?","<Press for Accuracy>"
2573,-1,100594,15,0,"15??","<NA>"
2573,346,100594,16,1,"good, and what is 150 divided by 3?","<Press for Accuracy>"
2573,-1,100594,17,0,"is it 50?","<NA>"
2573,346,100594,18,1,"ooh not quite","<None>"
2573,346,100594,19,1,"how many 5s go into 15?","<Press for Accuracy>"
2573,-1,100594,20,0,"3","<NA>"
2573,346,100594,21,1,"good, and then you just need to add a 0 on!","<None>"
2573,-1,100594,22,0,"oh so 30?","<NA>"
2573,346,100594,23,1,"yes so it's 15/30","<Revoicing>"
2573,346,100594,24,1,"if that fully simplifed?","<Press for Accuracy>"
2573,-1,100594,25,0,"OHHHH","<NA>"
2573,-1,100594,26,0,"lly simplified tho","<NA>"
2573,-1,100594,27,0,"not fully*","<NA>"
2573,346,100594,28,1,"yes so what goes into both 15 and 30?","<Press for Accuracy>"
2573,-1,100594,29,0,"5","<NA>"
2573,-1,100594,30,0,"and 3","<NA>"
2573,346,100594,31,1,"okay so simplify them both by 5 again, what do you get?","<Press for Accuracy>"
2573,-1,100594,32,0,"3/6","<NA>"
2573,346,100594,33,1,"good! dooes that simplify any further?","<Keep Together>"
2573,-1,100594,34,0,"I dont think so","<NA>"
